nombre_corto,departamento,centro,escuela,carrera
CUNOR,Alta Verapaz,Centro Universitario Del Norte,NA,Maestría en Derecho Civil y Procesal Civil
CUNOR,Alta Verapaz,Centro Universitario Del Norte,NA,Maestría en Derecho Notarial y Registral
CUNOR,Alta Verapaz,Centro Universitario Del Norte,NA,Maestría en Derecho Penal
CUNOR,Alta Verapaz,Centro Universitario Del Norte,NA,Maestría en Docencia Universitaria con Énfasis en Andragogía
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Auditor Técnico
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Técnico en Administración de Empresas
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Técnico Universitario en Agrimensura
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Periodismo Profesional
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Profesorado de Enseñanza Media en Ciencias Naturales con Orientación Ambiental
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Profesorado de Enseñanza Media en Pedagogía y Técnico en Administración Educativa
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Administración de Empresas
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Contaduría Pública y Auditoria
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Médico y Cirujano
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Licenciatura en Ciencia Política
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Licenciatura en Ciencias de la Comunicación
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Licenciatura en Pedagogía y Administración Educativa
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Licenciatura en Relaciones Internacionales
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Licenciatura en Sociología
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Licenciatura en Zootecnia
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Ingeniería Civil
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Ingeniería en Administración de Tierras
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Ingeniería en Ciencias y Sistemas
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Ingeniería en Gestión Ambiental Local
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Ingeniería Industrial
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Ingeniero Agrónomo
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Ingeniero Agrónomo en Sistemas de Producción
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Universidad de San Carlos de Guatemala Listado de Carreras
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,"Departamento de Registro y Estadística a Nivel de Pregrado, Grado y Postgrado"
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Sección de Estadística 2019
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Maestría en Derecho Constitucional
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Maestría en Derecho Penal
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Maestría en Docencia Universitaria con Orientación en Estrategias de Aprendizaje
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Maestría en Gerencia de Mercadotecnia Estratégica
CUNORI,Chiquimula,Centro Universitario De Oriente,NA,Doctorado en Investigación en Educación
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Trabajador Social
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Técnico en Producción Frutícola
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Técnico en Silvicultura y Manejo de Bosques
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Profesorado de Enseñanza Media en Matemática y Ciencias Económico Contable
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Profesorado de Enseñanza Media en Pedagogía y Educación Intercultural
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Profesorado de Enseñanza Media en Pedagogía y Técnico en Administración Educativa
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Profesorado en Educación Primaria Bilingüe Intercultural
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Médico y Cirujano
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Licenciatura en Pedagogía e Interculturalidad
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Licenciatura en Pedagogía y Administración Educativa
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Licenciatura en Pedagogía y Administración Educativa
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Licenciatura en Trabajo Social
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Licenciatura en Zootecnia con Énfasis en Sistemas de Producción Agropecuaria
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Ingeniería Forestal
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Ingeniero Agrónomo con Énfasis en Fruticultura
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Maestría en Docencia Superior con Orientación en Andragogía
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Maestría en Docencia Universitaria con Énfasis en Andragogía
CUNOROC,Huehuetenango,Centro Universitario De Noroccidente,NA,Maestría en Formulación y Evaluación de Proyectos en Desarrollo Social
CUNSUR,Escuintla,Centro Universitario Del Sur,NA,Técnico en Procesos Agroindustriales
CUNSUR,Escuintla,Centro Universitario Del Sur,NA,Profesorado de Enseñanza Media en Pedagogía y Técnico en Administración Educativa
CUNSUR,Escuintla,Centro Universitario Del Sur,NA,Administración de Empresas
CUNSUR,Escuintla,Centro Universitario Del Sur,NA,Contaduría Pública y Auditoria
CUNSUR,Escuintla,Centro Universitario Del Sur,NA,Médico y Cirujano
CUNSUR,Escuintla,Centro Universitario Del Sur,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUNSUR,Escuintla,Centro Universitario Del Sur,NA,Licenciatura en Pedagogía y Administración Educativa
CUNSUR,Escuintla,Centro Universitario Del Sur,NA,Ingeniería Agroindustrial
CUNSUR,Escuintla,Centro Universitario Del Sur,NA,Maestría en Gerencia de Empresas Agroindustriales
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Periodismo Profesional
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Trabajador Social
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Técnico en Administración de Empresas
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Técnico en Procesamiento de Alimentos
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Técnico en Producción Agrícola
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Profesorado de Enseñanza Media en Ciencias Naturales con Orientación Ambiental
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Profesorado de Enseñanza Media en Pedagogía Especializado en Administración Educativa
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Profesorado de Enseñanza Media en Pedagogía y Técnico en Administración Educativa
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Profesorado de Enseñanza Media en Psicopedagogía
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Administración de Empresas
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Licenciatura en Ciencias de la Comunicación
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Licenciatura en Pedagogía Especializado en Administración Educativa
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Licenciatura en Pedagogía y Administración Educativa
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Licenciatura en Psicopedagogía
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Licenciatura en Trabajo Social
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Universidad de San Carlos de Guatemala Listado de Carreras
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,"Departamento de Registro y Estadística a Nivel de Pregrado, Grado y Postgrado"
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Sección de Estadística 2019
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Ingeniería en Alimentos
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Ingeniería en Gestión Ambiental Local
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Ingeniero Agrónomo
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Maestría en Docencia Universitaria con Énfasis en Andragogía
CUNSUROC,Suchitepéquez,Centro Universitario De Suroccidente,NA,Maestría en Gestión Comunitaria para el Desarrollo Humano Local
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Trabajador Social
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Técnico en Administración de Empresas
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Técnico en Producción Agrícola
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Técnico en Producción Pecuaria
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Profesor de Enseñanza Media en Pedagogía y Técnico en Administración Educativa
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Licenciatura en Administración de Empresas
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Licenciatura en Pedagogía y Administración Educativa
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Licenciatura en Trabajo Social
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Licenciatura en Zootecnia
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Ingeniero Agrónomo con Orientación en el Manejo y Conservación de Suelos y Agua
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Maestría en Derecho Constitucional
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Maestría en Docencia Universitaria con Énfasis en Andragogía
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Maestría en Formulación y Evaluación de Proyectos con Énfasis en Impacto Ambiental
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Maestría en Gerencia Administrativa de Recursos Humanos
CUNSURORI,Jalapa,Centro Universitario De Suroriente,NA,Doctorado en Investigación para el Desarrollo Social
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Trabajador Social
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Técnico en Administración de Empresas
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Técnico en Producción Agrícola
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Profesorado de Enseñanza Media en Pedagogía y Ciencias de la Educación
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Profesorado en Educación Primaria Bilingüe Intercultural
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Administración de Empresas
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Médico y Cirujano
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Licenciatura en Ciencias Políticas
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Licenciatura en Contaduría Pública y Auditoria
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Licenciatura en Pedagogía y Ciencias de la Educación
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Licenciatura en Pedagogía y Ciencias de la Educación
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Licenciatura en Relaciones Internacionales
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Licenciatura en Sociología
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Licenciatura en Trabajo Social con Orientación en Proyectos de Desarrollo
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Ingeniería Civil
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Ingeniero Agrónomo con Orientación en Agricultura Sostenible
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Maestría en Docencia Universitaria con Orientación en Neuroeducación
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Maestría en Gerencia de Proyectos de Desarrollo
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Universidad de San Carlos de Guatemala Listado de Carreras
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,"Departamento de Registro y Estadística a Nivel de Pregrado, Grado y Postgrado"
CUSAM,San Marcos,Centro Universitario De San Marcos,NA,Sección de Estadística 2019
CUDEP,Petén,Centro Universitario De Petén,NA,Periodismo Profesional
CUDEP,Petén,Centro Universitario De Petén,NA,Trabajador Social
CUDEP,Petén,Centro Universitario De Petén,NA,Técnico en Arqueología
CUDEP,Petén,Centro Universitario De Petén,NA,Técnico Universitario en Agrimensura
CUDEP,Petén,Centro Universitario De Petén,NA,Profesor de Enseñanza Media en Educación Bilingüe Intercultural con Énfasis en Cultura Maya
CUDEP,Petén,Centro Universitario De Petén,NA,Profesor de Enseñanza Media en Pedagogía con Orientación en Medio Ambiente
CUDEP,Petén,Centro Universitario De Petén,NA,Profesorado de Enseñanza Media en Pedagogía y Ciencias de la Educación
CUDEP,Petén,Centro Universitario De Petén,NA,Profesorado en Educación Primaria Bilingüe Intercultural
CUDEP,Petén,Centro Universitario De Petén,NA,Profesorado en Enseñanza Media con Especialización en Matemáticas y Física
CUDEP,Petén,Centro Universitario De Petén,NA,Médico y Cirujano
CUDEP,Petén,Centro Universitario De Petén,NA,Licenciatura en Administración de Recursos Turísticos
CUDEP,Petén,Centro Universitario De Petén,NA,Licenciatura en Arqueología
CUDEP,Petén,Centro Universitario De Petén,NA,Licenciatura en Ciencias de la Comunicación
CUDEP,Petén,Centro Universitario De Petén,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUDEP,Petén,Centro Universitario De Petén,NA,Licenciatura en Educación Ambiental
CUDEP,Petén,Centro Universitario De Petén,NA,Licenciatura en Educación Bilingüe Intercultural con Énfasis en Cultura Maya
CUDEP,Petén,Centro Universitario De Petén,NA,Licenciatura en Pedagogía y Ciencias de la Educación
CUDEP,Petén,Centro Universitario De Petén,NA,Licenciatura en Psicología
CUDEP,Petén,Centro Universitario De Petén,NA,Licenciatura en Trabajo Social
CUDEP,Petén,Centro Universitario De Petén,NA,Ingeniería en Administración de Tierras
CUDEP,Petén,Centro Universitario De Petén,NA,Ingeniería Forestal
CUDEP,Petén,Centro Universitario De Petén,NA,Ingeniero Agrónomo en Sistemas de Producción Agropecuaria
CUDEP,Petén,Centro Universitario De Petén,NA,Maestría en Desarrollo Rural
CUDEP,Petén,Centro Universitario De Petén,NA,Maestría en Educación con Orientación en Medio Ambiente
CUDEP,Petén,Centro Universitario De Petén,NA,Maestría en Educación y Ambientalización Curricular
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,Técnico en Administración de Empresas
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,Profesorado de Enseñanza Media en Ciencias Naturales con Orientación Ambiental
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,Profesorado de Enseñanza Media en Computación e Informática
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,Profesorado de Enseñanza Media en Lengua y Literatura
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,Profesorado de Enseñanza Media en Matemática y Física
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,Profesorado de Enseñanza Media en Pedagogía y Técnico en Administración Educativa
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,Administración de Empresas
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,Contaduría Pública y Auditoria
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,Licenciatura en Administración de Empresas
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,Licenciatura en Pedagogía y Administración Educativa
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,Licenciatura en Psicología
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,Licenciatura en Trabajo Social
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,Ingeniería en Gestión Ambiental Local
CUNIZAB,Izabal,Centro Universitario De Izabal,NA,Ingeniero Agrónomo en Sistemas de Producción Agrícola
CUNSARO,Santa Rosa,Centro Universitario De Santa Rosa,NA,Técnico en Administración de Empresas
CUNSARO,Santa Rosa,Centro Universitario De Santa Rosa,NA,Técnico en Turismo
CUNSARO,Santa Rosa,Centro Universitario De Santa Rosa,NA,Profesorado en Enseñanza Media en Pedagogía y Técnico en Administración Educativa
CUNSARO,Santa Rosa,Centro Universitario De Santa Rosa,NA,Licenciatura en Administración de Empresas
CUNSARO,Santa Rosa,Centro Universitario De Santa Rosa,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUNSARO,Santa Rosa,Centro Universitario De Santa Rosa,NA,Licenciatura en Pedagogía y Administración Educativa
CUNSARO,Santa Rosa,Centro Universitario De Santa Rosa,NA,Licenciatura en Turismo
CUNSARO,Santa Rosa,Centro Universitario De Santa Rosa,NA,Ingeniero Agrónomo en Sistemas de Producción Agrícola
CUNSARO,Santa Rosa,Centro Universitario De Santa Rosa,NA,Universidad de San Carlos de Guatemala Listado de Carreras
CUNSARO,Santa Rosa,Centro Universitario De Santa Rosa,NA,"Departamento de Registro y Estadística a Nivel de Pregrado, Grado y Postgrado"
CUNSARO,Santa Rosa,Centro Universitario De Santa Rosa,NA,Sección de Estadística 2019
CUNJUT,Jutiapa,Centro Universitario De Jutiapa,NA,Profesorado de Enseñanza Media en Pedagogía y Administración Educativa
CUNJUT,Jutiapa,Centro Universitario De Jutiapa,NA,Administración de Empresas
CUNJUT,Jutiapa,Centro Universitario De Jutiapa,NA,Contaduría Pública y Auditoria
CUNJUT,Jutiapa,Centro Universitario De Jutiapa,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUNJUT,Jutiapa,Centro Universitario De Jutiapa,NA,Licenciatura en Pedagogía y Administración Educativa
CUNJUT,Jutiapa,Centro Universitario De Jutiapa,NA,Ingeniería Agronómica en Sistemas de Producción Agrícola
CUNDECH,Chimaltenango,Centro Universitario De Chimaltenango,NA,Técnico en Turismo
CUNDECH,Chimaltenango,Centro Universitario De Chimaltenango,NA,Profesorado de Enseñanza Media en Pedagogía y Técnico en Administración Educativa
CUNDECH,Chimaltenango,Centro Universitario De Chimaltenango,NA,Administración de Empresas
CUNDECH,Chimaltenango,Centro Universitario De Chimaltenango,NA,Contaduría Pública y Auditoría
CUNDECH,Chimaltenango,Centro Universitario De Chimaltenango,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUNDECH,Chimaltenango,Centro Universitario De Chimaltenango,NA,Licenciatura en Pedagogía y Administración Educativa
CUNDECH,Chimaltenango,Centro Universitario De Chimaltenango,NA,Licenciatura en Turismo
CUNDECH,Chimaltenango,Centro Universitario De Chimaltenango,NA,Ingeniero Agrónomo en Sistemas de Producción Agrícola
CUNBAV,Baja Verapaz,Centro Universitario De Baja Verapaz,NA,Profesorado de Enseñanza Media en Pedagogía y Técnico en Administración Educativa con Orientación en Medio Ambiente
CUNBAV,Baja Verapaz,Centro Universitario De Baja Verapaz,NA,Licenciatura en Administración de Empresas
CUNBAV,Baja Verapaz,Centro Universitario De Baja Verapaz,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUNBAV,Baja Verapaz,Centro Universitario De Baja Verapaz,NA,Licenciatura en Pedagogía y Administración Educativa con Orientación en Medio Ambiente
CUNBAV,Baja Verapaz,Centro Universitario De Baja Verapaz,NA,Ingeniero Agrónomo en Sistemas de Producción Agrícola
CUNPROGRESO,Guastatoya,Centro Universitario De El Progreso,NA,Profesorado de Enseñanza Media en Matemática y Física
CUNPROGRESO,Guastatoya,Centro Universitario De El Progreso,NA,Profesorado de Enseñanza Media en Pedagogía y Técnico en Administración Educativa
CUNPROGRESO,Guastatoya,Centro Universitario De El Progreso,NA,Licenciatura en Administración de Empresas
CUNPROGRESO,Guastatoya,Centro Universitario De El Progreso,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUNPROGRESO,Guastatoya,Centro Universitario De El Progreso,NA,Licenciatura en Pedagogía y Administración Educativa
CUNPROGRESO,Guastatoya,Centro Universitario De El Progreso,NA,Ingeniero Agrónomo en Sistemas de Producción Agrícola
CUNTOTO,Totonicapán,Centro Universitario De Totonicapán,NA,Profesorado de Enseñanza Media en Pedagogía y Técnico en Administración Educativa con Orientación en Medio Ambiente
CUNTOTO,Totonicapán,Centro Universitario De Totonicapán,NA,Profesorado de Enseñanza Media en Educación Bilingüe Intercultural con Énfasis en Cultura Maya
CUNTOTO,Totonicapán,Centro Universitario De Totonicapán,NA,Profesorado de Enseñanza Media en Pedagogía y Educación Intercultural
CUNTOTO,Totonicapán,Centro Universitario De Totonicapán,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUNTOTO,Totonicapán,Centro Universitario De Totonicapán,NA,Licenciatura en Pedagogía e Interculturalidad
CUNTOTO,Totonicapán,Centro Universitario De Totonicapán,NA,Licenciatura en Pedagogía y Administración Educativa con Orientación en Medio Ambiente
CUNTOTO,Totonicapán,Centro Universitario De Totonicapán,NA,Ingeniería Forestal
CUSACQ,Santa Cruz Del Quiché,Centro Universitario De El Quiché,NA,Profesorado de Enseñanza Media en Educación Bilingüe Intercultural con Énfasis en Cultura Maya
CUSACQ,Santa Cruz Del Quiché,Centro Universitario De El Quiché,NA,Profesorado de Enseñanza Media en Matemática y Física
CUSACQ,Santa Cruz Del Quiché,Centro Universitario De El Quiché,NA,Profesorado de Enseñanza Media en Pedagogía y Técnico en Administración Educativa con Orientación en Medio Ambiente
CUSACQ,Santa Cruz Del Quiché,Centro Universitario De El Quiché,NA,Profesorado en Educación Primaria Bilingüe Intercultural
CUSACQ,Santa Cruz Del Quiché,Centro Universitario De El Quiché,NA,Administración de Empresas
CUSACQ,Santa Cruz Del Quiché,Centro Universitario De El Quiché,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUSACQ,Santa Cruz Del Quiché,Centro Universitario De El Quiché,NA,Licenciatura en la Enseñanza de la Matemática y Física
CUSACQ,Santa Cruz Del Quiché,Centro Universitario De El Quiché,NA,Licenciatura en Pedagogía y Administración Educativa con Especialidad en Medio Ambiente
CUSACQ,Santa Cruz Del Quiché,Centro Universitario De El Quiché,NA,Ingeniería Agronómica en Sistemas de Producción Agrícola
CUSACQ,Santa Cruz Del Quiché,Centro Universitario De El Quiché,NA,Maestría en Desarrollo Rural y Cambio Climático
CUSACQ,Santa Cruz Del Quiché,Centro Universitario De El Quiché,NA,Maestría en Docencia Universitaria con Énfasis en Andragogía
CUSACQ,Santa Cruz Del Quiché,Centro Universitario De El Quiché,NA,Universidad de San Carlos de Guatemala Listado de Carreras
CUSACQ,Santa Cruz Del Quiché,Centro Universitario De El Quiché,NA,"Departamento de Registro y Estadística a Nivel de Pregrado, Grado y Postgrado"
CUSACQ,Santa Cruz Del Quiché,Centro Universitario De El Quiché,NA,Sección de Estadística 2019
CUNZAC,Zacapa,Centro Universitario De Zacapa,NA,Administración de Empresas
CUNZAC,Zacapa,Centro Universitario De Zacapa,NA,Contaduría Pública y Auditoria
CUNZAC,Zacapa,Centro Universitario De Zacapa,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogado y Notario"
CUNZAC,Zacapa,Centro Universitario De Zacapa,NA,Licenciatura en Enfermería
CUNZAC,Zacapa,Centro Universitario De Zacapa,NA,Licenciatura en Nutrición
CUNZAC,Zacapa,Centro Universitario De Zacapa,NA,Licenciatura en Psicología
CUNZAC,Zacapa,Centro Universitario De Zacapa,NA,Ingeniería en Industrias Agropecuarias y Forestales
CUNZAC,Zacapa,Centro Universitario De Zacapa,NA,Ingeniero Agrónomo
CUNZAC,Zacapa,Centro Universitario De Zacapa,NA,Maestría en Consultoría Tributaria
CUNZAC,Zacapa,Centro Universitario De Zacapa,NA,Maestría en Derecho Constitucional
CUNZAC,Zacapa,Centro Universitario De Zacapa,NA,Maestría en Derecho Procesal Penal
CUNZAC,Zacapa,Centro Universitario De Zacapa,NA,Maestría en Docencia Universitaria con Énfasis en Andragogía
CUNZAC,Zacapa,Centro Universitario De Zacapa,NA,Maestría en Formulación y Evaluación de Proyectos con Énfasis en Impacto Ambiental
CUNSOL,Sololá,Centro Universitario De Sololá,NA,Profesorado en Educación Primaria Bilingüe Intercultural
CUNSOL,Sololá,Centro Universitario De Sololá,NA,Contador Público y Auditor
CUNSOL,Sololá,Centro Universitario De Sololá,NA,"Licenciatura en Ciencias Jurídicas y Sociales, Abogacía y Notariado"
CUNSOL,Sololá,Centro Universitario De Sololá,NA,Licenciatura en Trabajo Social
CUNSAC,San Antonio Aguas Calientes,Centro Universitario De Sacatepéquez,NA,Profesorado en Enseñanza Media en Pedagogía de Ciencias Naturales y Ecología
CUNSAC,San Antonio Aguas Calientes,Centro Universitario De Sacatepéquez,NA,Profesorado en Enseñanza Media en Pedagogía de Ciencias Sociales y Organización Comunitaria
CUNSAC,San Antonio Aguas Calientes,Centro Universitario De Sacatepéquez,NA,"Licenciatura en Administración Turística, Aventura y Hospitalidad"
CUNSAC,San Antonio Aguas Calientes,Centro Universitario De Sacatepéquez,NA,Licenciatura en Psicología
CUNREU,Retalhuleu,Centro Universitario De Retalhuleu,NA,Licenciatura en Administración de Recursos Turísticos
CUNREU,Retalhuleu,Centro Universitario De Retalhuleu,NA,Licenciatura en Zootecnia
ITMES,Alta Verapaz,Instituto Tecnológico Maya De Estudios Superiores,NA,Ingeniería en Industria Alimentaria
ITMES,Alta Verapaz,Instituto Tecnológico Maya De Estudios Superiores,NA,Ingeniería en Industria del Bosque
ITMES,Alta Verapaz,Instituto Tecnológico Maya De Estudios Superiores,NA,Licenciatura en Administración y Finanzas
ITUGS,Escuintla,Instituto Tecnológico Universitario Guatemala,NA,Técnico Universitario en Electrónica
ITUGS,Escuintla,Instituto Tecnológico Universitario Guatemala,NA,Técnico Universitario en Mantenimiento Automotriz
ITUGS,Escuintla,Instituto Tecnológico Universitario Guatemala,NA,Técnico Universitario en Metal Mecánica
ITUGS,Escuintla,Instituto Tecnológico Universitario Guatemala,NA,Técnico Universitario en Procesos de Manufactura
ITUGS,Escuintla,Instituto Tecnológico Universitario Guatemala,NA,Técnico Universitario en Procesos Productivos y Calidad Alimentaria
ITUGS,Escuintla,Instituto Tecnológico Universitario Guatemala,NA,Técnico Universitario en Refrigeración y Aire Acondicionado
